9.847471294483961524e-01,1.264534070422656045e-02,1.003505188561937544e-01,2.188038958282982702e-03,3.087619161404368817e-02,-3.044466850805732086e-04,-8.813443962490601774e-03,2.494412517769401330e-02,-1.320158301273362776e-02,7.717113956781233852e-02,-1.135602918487963464e-01,9.510815425105412224e-02,-8.817327503372249242e-02,4.608479744839996672e-02,1.970553775896764087e-02,-4.401124486643779449e-02,-9.683736807175871708e-02,-1.605818209275222761e-03,7.562853317226690686e-02,-6.913503032792392422e-02,1.924622181937865129e-03,-6.126451881309641356e-02,-6.815476486674679202e-02,-9.306569928120168866e-02,-5.235973214673992487e-02,3.361265507968452110e-02,3.143456430785918770e-02,-1.248330359821108945e-02,-4.458623792182534601e-02,1.699829249236446682e-02,-1.220805058407707644e-01,8.200996097374688154e-02,3.459133728662576457e-02,-1.784944505102845774e-02,1.224786511776551484e-01,3.926114772461602315e-02,-5.399102175063269504e-02,-1.055822236650156148e-01,4.281647322161583752e-02,1.689676955092072122e-02,7.364025565010608176e-02,1.703551256237396255e-02,-1.075612022322023908e-01,-4.892092504877418313e-02,-4.543641630168453183e-02,-2.461677467003369618e-02
5.561503271048730268e-02,8.678034492582117343e-01,-6.549474624192786441e-03,1.130378752866411651e-01,-7.847448802991127681e-02,-6.859639435811193398e-03,3.900931592132366593e-02,9.905115409531506376e-02,-2.079050760364048456e-01,1.742822128784793367e-01,8.180702370820783220e-02,2.613668618961134671e-01,2.853330189373640829e-02,1.339130260995627028e-02,-1.857768502828948953e-01,-2.308432015960959829e-02,-2.418262536116818628e-01,7.177738860851651595e-03,3.664607680986373683e-01,1.420004089293895044e-01,6.663019163235236152e-03,-2.659061772515207422e-02,-1.057534233866579410e-01,4.813713377465764220e-02,-2.298427125126038251e-01,-2.857884257788473881e-01,7.471122715347333632e-02,3.616617920888935689e-02,-3.477642850859747337e-01,1.251963917122329677e-02,-2.442929955083263105e-01,2.591429395671315250e-01,-3.443252448480765837e-02,7.229025754304649332e-02,1.582212624634191656e-01,-2.579008307693850949e-02,1.538127720783154934e-02,-8.968370614374146510e-02,-4.667802323825118171e-02,1.410226402212876040e-01,7.724447934734314514e-02,4.734402764757079940e-02,-6.764675773936923431e-02,-1.698508485154389125e-01,-7.812624257796348115e-02,4.648378522787231792e-03
-3.705142003761732750e-01,4.234492885521193850e-01,1.019890226321719329e+00,-5.126138805626315187e-02,9.235053448550157862e-01,-5.295288329860501492e-02,-1.167188197077321909e+00,3.839429135446663088e-01,4.116448680338740673e-01,9.639300270981886465e-01,-2.857204865613116151e+00,1.391420286167448950e+00,-1.916541018039216837e+00,1.744540434380054794e+00,1.461254366573790486e+00,-4.044374786952011358e-01,-1.711218936077832264e+00,6.327391916096317681e-01,7.787183802547753553e-01,-1.543271371813808468e+00,1.636192408693190881e-01,-1.221325778345261792e+00,-1.146574563573101058e+00,-1.427405783019110697e+00,-5.344579771384534439e-01,1.180333477356032557e+00,5.905944369732538668e-01,3.905807798107489570e-01,-8.898019191279982198e-01,5.333409481871452806e-01,-3.083716034057605970e+00,2.117353821863871666e+00,6.910664314728286461e-01,-5.465031720790637371e-01,2.572754166478918414e+00,7.715370584849967628e-01,-1.543357986543313354e+00,-2.479636089703827651e+00,9.900271174015312647e-01,-2.036127124088284446e-01,1.117853407856097547e+00,7.146669787658734008e-02,-2.362569476000614621e+00,-6.812058150607059881e-01,-1.041137548304453597e+00,-7.469280184666557965e-01
8.722131839834305900e-02,-2.483341748794080650e-01,7.197825230684870568e-02,8.384192594599604309e-01,2.909947823326214031e-02,-1.527376014246537572e-01,9.656141431558785959e-02,-1.466918817293828781e+00,-4.685848805807841244e-01,1.467473019571966963e+00,7.945758630680913592e-01,7.739746026878542295e-01,3.536875715606762616e-01,-1.174697649931240595e-01,-1.223890275429089458e+00,1.930681663254244784e-01,-1.284807285480669803e+00,-9.253852639336230812e-01,5.963706008058843322e-01,-1.974812379813466745e-01,-5.764337849193617025e-01,-2.995206536983679446e-01,8.754418359137711159e-01,-9.193803186706428487e-01,-1.054016900966640913e+00,-1.012488476208915245e+00,2.288357132513963929e-02,-1.347158921365898321e+00,-2.602594097676502738e-01,8.825816982053901194e-01,-5.293290571530744337e-01,4.396687374140488269e-01,-1.641092055059147348e-01,9.324982307443322460e-01,-1.171001159065889308e+00,-1.271799289399482558e-01,9.014935739422648142e-01,-2.210664967113031565e-01,-1.091599341404767776e+00,-2.740278319269235374e-01,9.115387152719728325e-01,-2.375194019411632634e-02,-9.354062351489503824e-01,-1.007001572582095550e+00,1.449794806791321333e-01,4.495092673865063726e-01
1.433744132156955231e-01,-2.595344945852205432e-01,-1.839801602283464357e-02,4.574320353782606458e-02,8.032102495300100786e-01,7.828139349605861552e-02,1.331319585260163640e-01,2.266637461426711520e-01,-4.628147916902578540e-01,3.819046204762438501e-01,2.727708103800260964e-01,5.002335104151572898e-01,6.944850818551183413e-02,-4.469647337224458977e-02,-3.969814783804456737e-01,-4.584246365537827939e-02,-4.585993423005074177e-01,-3.067379543891111254e-02,6.520386667121370605e-01,3.334785230852760907e-01,-8.742257528963426338e-02,-8.869118122914665392e-02,-2.393499210076481809e-01,6.949365521188649586e-02,-4.071973368012624106e-01,-6.064012446872308892e-01,1.776913303205740480e-01,5.648600301218958952e-02,-6.678819229998476104e-01,-6.388478858954162176e-02,-3.805615835840824857e-01,4.179763400287610509e-01,-1.416704728668961577e-01,6.344574060569953267e-02,2.998361415023008125e-01,-6.749562007198110780e-02,1.009964746216790721e-01,-1.171353736182919637e-02,-1.405797346492472233e-01,1.832017243544964702e-01,4.547655402613393766e-02,1.552508492407393415e-01,-2.996105493078853738e-02,-3.379662540546486960e-01,-1.320593313936606339e-01,-4.026393530084769468e-02
6.811643042314853291e-01,-3.884434101173396270e-01,6.271253489859074381e-02,4.403180132113506686e-04,-8.508751762142899855e-01,5.455302815416971374e-01,1.197060967011068344e+00,-2.051440297348348540e+00,-1.397668742361328764e+00,2.923022499677823571e+00,3.010122860506937226e+00,9.149516435553712856e-01,9.914009039881682694e-01,-1.578878760000275161e+00,-2.624570500701098652e+00,4.268479800916730182e-01,-1.231265626440332550e+00,-2.703338624467969797e+00,-5.652427522498123524e-01,7.648429534208445180e-01,-2.838384077777102998e+00,-1.016874407629069443e+00,1.177024840769327341e+00,-1.901618038643983599e+00,-1.010544138804023939e+00,-2.273383543037806209e+00,4.676174741763929887e-01,-2.864493602688025664e+00,4.022528266630239213e-01,3.009883257907025253e-02,1.562704453954252504e+00,-1.371843716577554551e+00,-1.835952399394982226e+00,-6.348624434321599452e-02,-2.510577369492299038e+00,-7.608838698354590813e-01,3.301995869783955317e+00,2.849791050725804631e+00,-2.674952316389495266e+00,-2.108058700622532644e+00,-5.467856678793172609e-01,1.097197868736965676e+00,5.178376860809694726e-01,-1.611489192143150229e+00,7.985307356019117897e-01,2.173771400768645390e-01
-3.865762940155616917e-02,1.539610614937554633e-01,1.551045315353509133e-02,-2.680746551293713975e-02,2.978705836822951314e-01,-2.566724528756048757e-02,-5.067240158167886088e-01,-1.185650260093269459e-01,1.919817540240959797e-01,5.306743521755742654e-02,-1.804851539281542294e-01,-1.708960310087483947e-01,-2.241411706240813151e-01,5.285773975348807552e-01,6.840893846121826050e-01,7.388076325425735336e-02,-3.279236960654359767e-01,3.667664915406806253e-02,-3.361340872462084128e-01,-3.167299985299028009e-01,-6.720344453580243682e-01,2.951234590313327882e-02,-1.839122779350821080e-01,-1.660754812000017899e-01,2.969289594731185367e-01,7.842976161106206268e-03,1.352923514571220120e-01,1.477540965293048791e-01,-1.398898472269956450e+00,-7.652869640167997423e-02,-6.259617319380633704e-01,2.633947695047814674e-01,3.970692046779465412e-01,-4.442449547993162356e-03,1.142460101826766050e-01,4.179611649322942935e-01,-7.315555134723021879e-01,-2.518106888379893493e-01,3.146375208176374061e-01,-3.716131910943777927e-01,-1.389831477647151259e-01,-5.152220661615202618e-02,-4.598811801025222135e-01,-2.087680579123036284e-01,-6.716080443652377996e-02,-2.130347773549842449e-01
-4.192456375024607163e-02,1.606746316088372151e-01,1.444012755494041358e-02,-2.268267883771657445e-02,2.480850949100286695e-01,-1.747912771251708408e-02,-4.784616181833639126e-01,-2.206111319747459595e-02,2.263736182490054816e-01,-4.843025700139660245e-02,-3.077042560084217171e-01,-1.472122875454448254e-01,-2.454124902946799025e-01,4.116079411734444582e-01,5.796250421182912449e-01,6.375959383523577273e-02,-1.521225090399268010e-01,4.731518708504768404e-03,-2.532092880970689963e-01,-2.659957209273550727e-01,-5.467167759895950052e-01,6.926716479283601124e-02,-2.531053616155691799e-01,-8.791566931059804912e-02,3.096555812990819945e-01,1.127154522363872473e-02,8.228597267610773813e-02,1.604321508635652704e-01,-1.227338884397040975e+00,-1.060155460533448724e-01,-4.212031670969013097e-01,1.718571957383615290e-01,2.768990632973309385e-01,-1.222504028417485678e-01,1.857531127213415678e-01,2.830204737829379869e-01,-6.668676606556925845e-01,-1.852578064273371350e-01,3.619595282274802317e-01,-2.230830667146627422e-01,-1.719656965079502386e-01,4.851900590389982698e-02,-2.915653512667028546e-01,-1.473671616553288155e-01,-7.501232640167533605e-02,-1.072375067736437704e-01
5.863619504662890419e-02,-6.844923535875421794e-02,-6.680701658809451264e-03,2.828450418156029308e-02,-2.779892810143648474e-02,-2.457939543736312182e-03,1.393496016457128617e-01,-6.625051913222854139e-02,-1.112439052690419178e-01,1.342559369359899168e-01,1.466319828246931967e-01,1.484429369149427025e-01,1.359001595209487767e-01,-6.294100227514559664e-02,-2.218807366750245036e-01,-3.105475975647230616e-02,-1.391597614191417420e-01,1.210907125857386794e-02,1.152969709027201056e-01,8.112413274397040075e-02,2.267811155467208684e-01,-5.678675803900690849e-02,1.382788123970806471e-01,-2.214773412006205977e-02,-1.540803856729314747e-01,-1.059686583731152265e-01,-8.634096155502015086e-04,-1.232049155874452712e-01,3.583896583461471663e-01,5.196967049669263400e-02,-4.189500685714370870e-02,4.934981918303506243e-02,-3.262102856782547744e-02,1.369283558637315878e-01,-1.360237093544859610e-01,-6.628939239147423057e-02,2.104449437290540348e-01,-1.477705068812984641e-02,-1.992884967289548781e-01,6.759291702262387735e-02,1.556991258130017985e-01,-5.464549771797092004e-02,-9.387362172171706542e-02,-7.168261593870892123e-02,2.186558143861671785e-02,-5.897746630903354798e-02
6.518081693935574156e-03,-1.857534001033283449e-02,-2.715458699509869754e-03,1.685818549706153595e-03,3.478148463632858151e-03,-7.433174329544968428e-03,8.087297948219981936e-02,6.740644977836916102e-03,-4.368857951304135762e-02,9.882798724424288195e-02,1.019042752286147824e-01,6.388704327761919599e-02,1.170198144922325878e-01,8.035274236822186056e-02,6.736839101266048346e-02,-1.522502757270167636e-02,-9.252537867570795327e-02,1.486351590255534372e-02,-1.475773406036623714e-01,1.076198011479885391e-01,-2.148556593683541294e-02,-8.778801482239309562e-02,8.795618992815470993e-02,-3.301360320046495961e-02,-4.873111242433525447e-02,-4.493971828595426030e-03,9.128999630998503589e-02,-7.594244642986978933e-02,1.430222077880643206e-01,-5.677843949028919812e-02,-9.082305098739984484e-02,-2.003998979886028112e-03,1.561792611249271205e-02,-2.005911608204558744e-03,-7.731050046521145691e-02,4.709538916875685016e-02,1.577727885103598349e-01,7.741981250895289823e-02,-1.076757506036716133e-01,-1.389186543957857678e-01,-4.579121096453987044e-02,-7.615404917472937130e-02,-1.159556254469264469e-01,-6.106083713423147291e-02,3.649147358748694447e-02,-2.001434219572768292e-01
