7.317604442749863214e-01,9.257960332433722017e-02,-4.757450100137816662e-02,-4.011860710292068921e-01,-1.624617551682532302e-01,-2.343742502544385875e-01,-1.849693662582794218e-01,-1.341780414859172765e-01,4.402101320733695644e-01,5.908044746410379133e-02,5.227653474696225544e-02,1.018982265777594876e-01,1.369741866831972743e-01,-2.470869215133779662e-01,3.410605131648480892e-13,2.470869215124347207e-01,-1.369741866810016973e-01,-1.018982265796921638e-01,-5.227653474612603546e-02,-5.908044746468998909e-02,-4.402101320725839706e-01,1.341780414841196034e-01,1.849693662592812871e-01,2.343742502540239192e-01,1.624617551685156869e-01,4.011860710288743803e-01,4.757450100203897136e-02
-5.461661405724586693e+00,8.701951734121536886e-01,-2.871456834679477765e+00,-7.197670191816823326e+00,-3.331150419553913000e+00,-6.023663159011558577e+00,-5.238737177510657261e-01,1.922384968205079758e+00,6.728277316393102225e+00,1.229270164547840771e+00,3.601854985068526638e+00,-3.993940593588988008e+00,-3.668838714331229767e+00,-2.108594775198553428e+00,6.185274514791672118e-12,2.108594775181507064e+00,3.668838714372924414e+00,3.993940593551116081e+00,-3.601854985054004477e+00,-1.229270164557899392e+00,-6.728277316379833728e+00,-1.922384968236229952e+00,5.238737177706127568e-01,6.023663159004614798e+00,3.331150419558444931e+00,7.197670191811038620e+00,2.871456834692580173e+00
1.932302172162708165e-01,-1.138444556575139016e-01,2.099988425193211938e+00,-1.301749195739326570e+00,6.984675886721410931e-01,-6.887425965832116859e-02,5.097212235424430915e-01,-3.831268027302286328e+00,3.297879361724216807e+00,-1.399013089641788055e+00,7.278269546479215757e-01,-8.374813119402668704e-01,5.378714632405362295e+00,-4.399560835857283969e+00,1.697317705556281586e+00,-1.218077649606105872e+00,1.276120070478100388e+00,-4.447416786627506724e+00,3.618032133255077554e+00,-1.244238387869946116e+00,1.151369067550483294e+00,-9.514851672842583596e-01,1.663105404197624537e+00,-1.686631848514030141e+00,3.790610724253351549e-01,-5.600907140164157472e-01,3.640136164998004631e-01
1.978386026288728283e+00,-3.623729909185938874e-02,1.692949524027095975e+00,2.947260375983145053e+00,-7.593737916060091520e-01,4.472263355035825505e+00,-8.837307640142071818e+00,-2.264941209712652892e+00,-9.960222997918783960e-01,3.620502140897527532e+00,-5.067472936375587267e+00,1.756967183161563995e+01,4.325576646671827064e+00,-1.264679881630064173e+00,-4.780949925341849038e+00,3.026647962509788403e+00,-1.790369257312490348e+01,-4.529483321977274102e+00,3.092525497163823189e+00,4.238320635848632278e+00,-2.618718270458294528e-01,1.240207142570749710e+01,1.384588816464113137e+00,-2.986814533636477975e+00,-2.936789237660945684e+00,-1.429664132905479557e+00,-5.825022392235061908e+00
-1.116858745460215241e-01,-3.794030345830717854e-02,-5.554002855246368497e+00,3.837641552329400962e+00,-3.068441617747720840e-01,-3.000723352316822634e+00,1.752939642097780748e+01,1.154566127076927984e+01,-8.356383281290657550e+00,2.836262082103369941e+00,4.455591884420755378e+00,-3.018508225677381063e+01,-1.317101268864035646e+01,1.008574594739750374e+01,-3.396291080183962308e+00,-3.810917590474177885e+00,2.984629758990305604e+01,9.345983072450874118e+00,-7.672791450599435237e+00,2.456327693626151110e+00,2.271703844850387455e+00,-2.003414046094957257e+01,-3.311424580118577765e+00,3.040931863958800108e+00,-8.311348474407543874e-01,-7.811084059038400085e-01,7.847058491380661138e+00
-1.903515001823852248e+00,7.644703653936502086e-02,3.209771835304891852e+00,-5.050904341274390141e+00,1.863223023498475683e+00,-1.485115148576218624e+00,-2.454976737249856100e+00,-7.275128662490599751e+00,7.425448395870383855e+00,-5.896163166341710671e+00,1.991602697453719983e+00,2.179883263426129147e+00,6.935925696534302354e+00,-6.229662007492185793e+00,7.506296696129602708e+00,-6.034498115152127085e-01,-1.597828008084813511e+00,-3.770334027458745130e+00,2.569769072858393066e+00,-6.238205108813305699e+00,-1.084964438590094282e+00,6.160246549576213759e-01,1.807503488566023497e+00,7.315901745048475346e-01,3.650211287565720664e+00,1.850265765385402439e+00,7.429844220525076981e-01
-2.828471186867949072e-01,2.411362150141733302e-02,-5.366817807754005187e-01,-3.223001927208513084e-01,-4.061205346676901584e-01,1.364425022371420493e+00,-4.362906545637865285e+00,1.039086622438482710e+00,3.528688897974207039e-01,3.533466927500261145e-01,-2.733888611692371740e+00,8.843527488073453569e+00,-1.540409986407554221e+00,-1.458081100335074654e-01,-1.605218310018416972e-01,2.988575154250057153e+00,-9.077052274325982495e+00,1.636845692734005375e+00,-1.945866130730126153e-01,-3.834948348444500166e-02,-2.243723523394178798e+00,6.127981851821180825e+00,-8.238592772859866242e-01,3.863833153377631557e-01,1.834922328319121831e-01,1.069085487383915511e+00,-2.232120848805382973e+00
2.196024019681136474e-01,-1.509082001048662747e-01,1.482530141499561083e+00,-1.136637033173754752e+00,8.154315299069402334e-01,-9.272567415954369174e-02,5.549068747077949837e-01,-3.163264762289372811e+00,2.827082747731963330e+00,-1.615670204108860863e+00,8.844929959305645184e-01,-8.850206044385444670e-01,4.646314423047257947e+00,-3.627358971221163131e+00,1.882631750922803437e+00,-1.422380905857933531e+00,1.400975489639328941e+00,-3.160331880904273305e+00,2.831090128572363973e+00,-1.303287592434604791e+00,1.301461788042487022e+00,-1.021603555830203902e+00,8.415572231122716573e-01,-1.315746285688366601e+00,3.578680353492097455e-01,-6.085950917920373016e-01,4.007991022315740004e-01
1.796656861147720274e+00,-7.069757284158653676e-02,8.597022340525271034e-01,2.145129115198774805e+00,-2.938230340752857606e-01,3.728154037335924542e+00,-6.199186859649600478e+00,-9.678712078900559845e-01,-7.450185634992898542e-01,2.421523184181470612e+00,-3.941613870561332611e+00,1.249972331681920856e+01,2.620038873974557703e+00,-4.125504154543655488e-01,-3.154553538296532622e+00,1.886148886259797264e+00,-1.229385506325759536e+01,-2.718551998405594361e+00,2.371610001965702708e+00,2.801045547461834317e+00,5.500182158687798584e-01,8.210657102440475086e+00,4.230251344505049360e-01,-2.562888661694364245e+00,-2.161491863468328667e+00,-1.679170194797713567e+00,-3.911426318593979268e+00
-1.305987199002086596e-01,-3.564392623223644474e-02,-3.207313152908389142e+00,2.617459387383235025e+00,-8.561031570943493652e-01,-2.301470957824507835e+00,1.388926402268146099e+01,6.306814315570328233e+00,-5.950851684026153166e+00,2.919207102618799343e+00,3.175463716806087078e+00,-2.366875208183059698e+01,-6.459833580835631750e+00,7.267994928828258594e+00,-2.394854899127146552e+00,-2.358527418121159513e+00,2.311151628523970913e+01,3.534121987118417962e+00,-5.363528208326719948e+00,1.699128755521818412e+00,1.168830485088927063e+00,-1.529270941499767567e+01,-4.267370158353465115e-01,2.002140584330573958e+00,-5.148820753726477406e-01,-2.962493496341052079e-01,5.952717371878978092e+00
