-1.828441274801626548e-01,9.585422269901398840e-02,-4.067113014706887952e+01,1.477011500180628900e+01,-1.144077001062100862e+01,1.039266102653732560e+01,-2.035703935179708424e+01,4.805832822981756181e+00,1.319455692625342635e+01,1.352367650205369500e+02,-4.355186783201224898e+01,2.145353240343229118e+01,-3.000720196830025088e+01,6.048634451105135668e+01,-1.243743042529604281e+01,-6.767580815741166589e+01,-2.237192223245201603e+02,5.363233760670209449e+01,1.553854770463658497e-01,3.061607642909075366e+01,-8.059844679643720156e+01,3.431432494129694533e+00,1.586215700592656503e+02,2.318490038985437423e+02,-2.861857333987245511e+01,-5.053242003754894540e+01,-2.848919393727555871e-07,5.053242065986705711e+01,2.861857256637449609e+01,-2.318490030298271449e+02,-1.586215707915653184e+02,-3.431431848583088140e+00,8.059844628145037859e+01,-3.061607596132671461e+01,-1.553859840350924060e-01,-5.363233698155090678e+01,2.237192216287148767e+02,6.767580855215419433e+01,1.243743008076489787e+01,-6.048634423866042198e+01,3.000720172281944542e+01,-2.145353213934868108e+01,4.355186750886787195e+01,-1.352367646638886072e+02,-1.319455703252060630e+01,-4.805832731181453710e+00,2.035703927987788120e+01,-1.039266096222581837e+01,1.144076994192482744e+01,-1.477011491833582113e+01,4.067113005564533523e+01
-2.257913986936573991e+01,9.235201498305112278e-01,-8.956893687761366891e+02,3.558858755554747404e+02,-2.271441790555720672e+02,2.186728270694493403e+02,-4.255619238550275441e+02,7.328873609394759114e+01,3.262284309725082494e+02,3.009464991835431647e+03,-1.078347325748354706e+03,4.124230941808336866e+02,-6.248453961648856421e+02,1.268865131192884292e+03,-1.317339969282093080e+02,-1.606610574832651764e+03,-5.033740663559343375e+03,1.427325600120419040e+03,5.508212085922787082e+01,6.342758609436950792e+02,-1.702770098189012060e+03,-2.033244209044096351e+02,3.683921277506706247e+03,5.290788510953421792e+03,-9.558375483844720293e+02,-1.097204936249983803e+03,-5.523073923541232944e-06,1.097204948322476412e+03,9.558375333509175107e+02,-5.290788494019456266e+03,-3.683921291781076434e+03,2.033244334540195268e+02,1.702770088197430596e+03,-6.342758518740647560e+02,-5.508213069509110937e+01,-1.427325587971714413e+03,5.033740649999432208e+03,1.606610582529421663e+03,1.317339902293460909e+02,-1.268865125906864705e+03,6.248453914045985584e+02,-4.124230890569924668e+02,1.078347319467906345e+03,-3.009464984885005833e+03,-3.262284330452571339e+02,-7.328873430847238524e+01,4.255619224587749159e+02,-2.186728258219723102e+02,2.271441777224090401e+02,-3.558858739328006777e+02,8.956893669941036933e+02
5.594746206043078596e-01,-1.195377659843887275e-01,2.798603839168813465e+02,-2.034446740996129677e+02,7.289218031974677103e+01,-3.132273657794694444e+01,3.547614374651461588e+01,-5.015403894967560916e+01,6.997484677005395781e+01,-9.968646507275270778e+02,7.172831589849482725e+02,-2.321397819206531778e+02,8.729426574302230790e+01,-1.004799142746987286e+02,1.604514619000973425e+02,-2.274112352211432153e+02,1.776787445004071515e+03,-1.266397204087708815e+03,3.727329502452865881e+02,-1.186615501157775725e+02,1.424733741768371260e+02,-2.629073921763150565e+02,3.825211391773594869e+02,-2.024485258648632453e+03,1.438369453148660796e+03,-3.915665000742052939e+02,1.060156403547068180e+02,-1.328805374563681880e+02,2.866690403595133603e+02,-4.248354269500943019e+02,1.557829274990680005e+03,-1.113282593292861293e+03,2.902779236055749834e+02,-7.356116836185788088e+01,9.207858548006765886e+01,-2.231576671840753079e+02,3.294970742908486727e+02,-7.678773961321426214e+02,5.579915080142882289e+02,-1.459126230538394680e+02,4.087769558660991720e+01,-4.726407409419311989e+01,1.180354372663099980e+02,-1.684773780265591654e+02,1.887313938162660634e+02,-1.414083067965382554e+02,3.834530541822003613e+01,-1.343154921765287213e+01,1.351296376686379119e+01,-3.271312345648298958e+01,4.377408361398799741e+01
4.178538683330453196e+00,-8.368920957423266194e-02,2.067752078488377947e+02,5.923921804266836943e+01,-2.365675533232260364e+02,1.916518074463937751e+02,-9.711712563043150226e+01,7.941566749305093253e+01,-8.750037572322509050e+01,-6.592785622983797111e+02,-3.045225181123114453e+02,9.941006680653938474e+02,-7.720514799880082819e+02,4.414972621442392438e+02,-3.208569143358595284e+02,3.672242391070367376e+02,1.049403263910414580e+03,7.144166427324176993e+02,-2.023705418391988587e+03,1.544412993342458549e+03,-9.550358176710092266e+02,6.557320352716533307e+02,-7.379448638849771669e+02,-1.059257628192727225e+03,-9.896114727086719540e+02,2.572654934175911876e+03,-1.944704330412999980e+03,1.283646497731691625e+03,-8.520178260393895471e+02,9.377700964300156556e+02,7.229406218540394775e+02,8.596152865288227076e+02,-2.149962043039013224e+03,1.612583794659095702e+03,-1.128670729152242075e+03,7.294607417541265022e+02,-7.939026727891009614e+02,-3.211777278178655024e+02,-4.431461962551209126e+02,1.118180450179142099e+03,-8.289155125446043257e+02,6.149177267220863996e+02,-3.844433412561306795e+02,4.237376568527711242e+02,7.119026015869184221e+01,1.047957690726796613e+02,-2.845750980053467742e+02,2.046309893273726175e+02,-1.640492917545324190e+02,9.596687943680251465e+01,-1.134160010106932646e+02
8.678269714985063388e+00,-3.554730952241286213e-02,-2.744382928417210792e+02,5.540283012174613759e+02,-3.863060903620830686e+02,1.272246402663541289e+02,2.224801840145266851e+01,3.485413606893791894e+01,-1.562018664917214892e+02,1.192075067555025953e+03,-2.231624555652787876e+03,1.677407858033074035e+03,-5.938207364878371664e+02,7.830914574865664690e+01,-1.766822138561087741e+02,6.540451481759873786e+02,-2.488576450079835013e+03,4.487236066568084425e+03,-3.551988580929928048e+03,1.392335691350493107e+03,-4.705667734160811051e+02,4.896017115816030127e+02,-1.344699521078759062e+03,3.240204732303170204e+03,-5.708947447683332939e+03,4.726301128330122083e+03,-2.028118908962864680e+03,9.845399593262773124e+02,-8.293468299958813077e+02,1.777548343508061407e+03,-2.764135152686463698e+03,4.808509990903350626e+03,-4.150299653757462693e+03,1.909391255522796200e+03,-1.135828257181133722e+03,8.745794762995901692e+02,-1.577934453934972225e+03,1.457871139189391215e+03,-2.523581906679388339e+03,2.273223189812711098e+03,-1.093903034048133122e+03,7.478357799213345061e+02,-5.414703052779868813e+02,8.839150266598267081e+02,-3.738999085924012888e+02,6.397168347480835564e+02,-6.092164394011483637e+02,2.955767948884429757e+02,-2.308056817178440383e+02,1.530660665882789999e+02,-2.469769610727657891e+02
2.622285917931129084e+00,-7.793557032381381866e-03,4.894822185060871789e+02,-4.606990917687679143e+02,5.504368962310205688e+02,-4.352214383253039500e+02,2.261569663318760206e+02,-9.513590609295346212e+01,1.855618702917946621e+02,-1.814470075910735886e+03,1.644518916324447673e+03,-1.945215003648340144e+03,1.551942771626085232e+03,-7.445352255190587130e+02,2.420223454036367912e+02,-4.979858673110757081e+02,3.373046677814062605e+03,-2.895529827134713287e+03,3.396295848048171592e+03,-2.721423885637421336e+03,1.214686490034532426e+03,-2.711127846778090316e+02,6.435243633469544875e+02,-4.020092725880110265e+03,3.223561755481582622e+03,-3.733262641090265788e+03,3.004304032045967688e+03,-1.235682841363753596e+03,1.325961246699162075e+02,-4.879276639953104677e+02,3.247693183680763468e+03,-2.401678075815626016e+03,2.722060684896588100e+03,-2.200711087278672039e+03,8.162815195693192436e+02,2.991693646800194983e+01,2.071380516356621229e+02,-1.691324736139985362e+03,1.143430205815634508e+03,-1.249477772175999689e+03,1.016623663909906327e+03,-3.278548515559064072e+02,-7.437083802588949766e+01,-3.004807465988369586e+01,4.435690233103788387e+02,-2.750862221958890927e+02,2.822131361416684285e+02,-2.333385418434648386e+02,6.082650849151769989e+01,2.971425351640789358e+01,-8.160401285676357475e+00
-7.716379495368374641e+00,1.649769532958272888e-02,6.523426025332834399e+01,-2.751031737000489557e+02,1.862761476497896069e+02,5.921553335565195653e+01,-2.266890958156002398e+02,1.289961894320986175e+02,1.897431999815736390e+02,-3.892125076686249940e+02,1.159810752872143667e+03,-8.933064081036516200e+02,-1.201238391105125629e+02,7.135419385906911884e+02,-4.642187336628326193e+02,-7.128866077605821374e+02,9.709306923683531068e+02,-2.439815900643371606e+03,2.036155419284203617e+03,-3.545902762701962274e+01,-1.028595885105060006e+03,7.307126234736610968e+02,1.372630194722768465e+03,-1.428431797793059332e+03,3.225273589536036525e+03,-2.863804262526090497e+03,3.897393045137430363e+02,8.099310316855721794e+02,-6.275788320184137774e+02,-1.749102492947162318e+03,1.328036402558794407e+03,-2.795301611106102428e+03,2.618029607275049329e+03,-5.847864273059406059e+02,-2.990659779863531185e+02,2.781817142809422876e+02,1.530231727022768609e+03,-7.451806923850895146e+02,1.493692237867430322e+03,-1.475098324712887234e+03,4.160325716224087955e+02,-2.153903319600453869e+01,-3.076909036395272778e+01,-8.586278909250572724e+02,2.019030529779506082e+02,-3.814270107224810431e+02,4.040461277008588468e+02,-1.250071449574002429e+02,4.909845681907927428e+01,-1.461881218470523436e+01,2.429708888300497165e+02
-6.580735327704820392e+00,7.146888625571418130e-02,-5.694208426649827288e+02,2.786624368880105749e+02,-1.953140532582332298e+02,1.459383181257663296e+02,-5.586777511576843835e+01,-3.329882894622073763e+01,-6.520122532841764951e+01,2.005352085670577708e+03,-8.923252172996953959e+02,5.241103256632795819e+02,-4.230756840918272701e+02,4.051527186813541448e+01,2.582161904785032220e+02,2.099175574624905494e+01,-3.558263974550204694e+03,1.376061297413416469e+03,-6.094568370533006600e+02,5.376141176835430997e+02,2.086755123769694364e+02,-7.047149396599438660e+02,2.809219870869128499e+02,4.062329432614431880e+03,-1.313587536865137281e+03,2.965042132802245760e+02,-3.342790837728480255e+02,-5.768769623363937171e+02,1.080544795611532209e+03,-6.523546617840556792e+02,-3.163041929032093776e+03,8.346536990508175222e+02,8.314454059482341108e+01,3.745139862089718008e+01,7.118919029605162905e+02,-1.032164026900864883e+03,7.349268765139713651e+02,1.601469936372642906e+03,-3.526632069553652400e+02,-1.847821050708637358e+02,7.822952615342910576e+01,-4.787532280597745284e+02,5.901446738617498795e+02,-4.630181242740482048e+02,-4.100160264484128447e+02,8.469955080115602186e+01,7.819259448938294099e+01,-3.531392667160139354e+01,1.488760539586664891e+02,-1.573146060131317654e+02,1.377287525008982811e+02
-1.838765637806726083e+00,5.531377085976583313e-02,-2.196494642575425758e+02,9.755693083750031747e+01,-3.749612879027898771e+01,-1.671041584154625070e+01,6.379975523921285685e+01,-4.686839008200854551e+01,-1.130588218032653458e+02,7.790991163049607167e+02,-3.120935934265569358e+02,7.441585741458993652e+01,1.042050967305569884e+02,-2.976035277117330224e+02,2.388594042532656658e+02,3.131753671617284454e+02,-1.398749813889578490e+03,4.926216362993968687e+02,-3.291566686465557723e+01,-2.621940742938495532e+02,6.337384359155903439e+02,-5.280347276141487782e+02,-4.324574340136086903e+02,1.623733259896699110e+03,-4.954918979994527035e+02,-7.376946670449342491e+01,3.803350887061101275e+02,-8.247460781487848180e+02,6.925274488097338690e+02,3.816945260957509163e+02,-1.289140406728426115e+03,3.424689289696225387e+02,1.372944869598322839e+02,-3.471906530814703729e+02,7.012699745234167494e+02,-5.814506252264077375e+02,-2.310781689432442363e+02,6.659267236435241557e+02,-1.606846567598067850e+02,-1.017704306781577088e+02,1.904628844816427318e+02,-3.710386059327308885e+02,2.977741958274600620e+02,9.439067999026610778e+01,-1.742023900465771362e+02,4.196300756478677840e+01,3.196684748062364179e+01,-4.855003178267054409e+01,9.613945174622119794e+01,-7.210480735635366045e+01,-2.062249844404539090e+01
6.598679145416512792e-01,-1.593859049185673560e-01,2.477227252741976145e+02,-1.848106020536926621e+02,6.821503224004884203e+01,-2.768051523873904785e+01,3.231189863094485304e+01,-4.238022455243745412e+01,5.099479098478366268e+01,-8.768123222625742983e+02,6.498869154744951402e+02,-2.163891666197280017e+02,7.475575284615530336e+01,-8.862390490966538437e+01,1.344805832322739434e+02,-1.625171113307376345e+02,1.549916429399384924e+03,-1.144294295652913434e+03,3.462471937888644220e+02,-9.603889717035201556e+01,1.188850164835245096e+02,-2.169126468794183893e+02,2.700580995133127544e+02,-1.749133527249912959e+03,1.297359680740313024e+03,-3.636288246033310543e+02,7.978855634595402080e+01,-1.021522174081469529e+02,2.324103842274498675e+02,-2.979497804294746857e+02,1.332120198500297420e+03,-1.003680266670851665e+03,2.708845742729529320e+02,-5.340372242470061792e+01,6.523150095737719312e+01,-1.790241311820918781e+02,2.314868712031927771e+02,-6.486098373206216365e+02,5.030802635455170275e+02,-1.371281498655181963e+02,3.096737777296959848e+01,-3.223181626593407145e+01,9.467695964497102068e+01,-1.192364365596715743e+02,1.567268453593237609e+02,-1.273786210181838783e+02,3.608057617350974056e+01,-1.091420993623745517e+01,9.197684976969497939e+00,-2.641069071313742711e+01,3.114977390224248666e+01
